交易号                  ,商户订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     
"2017010921001004330206036497	","150_1_2CA3776235A20C01_5872CCB1	",2017/1/9 7:35,2017/1/9 7:35,2017/4/10 7:35,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴车费-车主             ,55,支出      ,交易成功    ,0,0,                    ,已支出      
"20170109134447898331 	","                    	",2017/1/9 6:33,                    ,2017/1/9 6:33,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.01.08-收益发放 ,0.23,收入      ,交易成功    ,0,0,                    ,已收入      
"2017010821001004330205498709	","150_1_2C944C6565920C01_58721DD5	",2017/1/8 19:09,2017/1/8 19:09,2017/4/9 19:10,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴车费-车主             ,30.2,支出      ,交易成功    ,0,0,                    ,已支出      
"20170108133005488331 	","                    	",2017/1/8 5:03,                    ,2017/1/8 5:03,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.01.07-收益发放 ,0.23,收入      ,交易成功    ,0,0,                    ,已收入      
"20170107129149355331 	","                    	",2017/1/7 4:02,                    ,2017/1/7 4:02,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.01.06-收益发放 ,0.23,收入      ,交易成功    ,0,0,                    ,已收入      
"2017010621001004330201352884	","150_1_2AC2996FA2320C01_586EEAD9	",2017/1/6 8:54,2017/1/6 8:54,2017/4/7 8:55,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴车费-车主             ,37.9,支出      ,交易成功    ,0,0,                    ,已支出      
"20170106131041876331 	","                    	",2017/1/6 7:02,                    ,2017/1/6 7:02,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.01.05-收益发放 ,0.23,收入      ,交易成功    ,0,0,                    ,已收入      
"2017010521001004330200655137	","T0205000000000101915850341193047	",2017/1/5 17:13,2017/1/5 17:13,2017/4/6 17:14,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,美味锅贴外卖订单            ,12.9,支出      ,交易成功    ,0,0,                    ,已支出      
"2017010521001004330299994191	","T0205000000000101911155767875020	",2017/1/5 10:27,2017/1/5 10:27,2017/4/6 10:28,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,小火慢炖排骨米饭（五道口店）外卖订单  ,13.99,支出      ,交易成功    ,0,0,                    ,已支出      
"2017010521001004330299913065	","3177944331          	",2017/1/5 9:08,2017/1/5 9:08,2017/1/30 11:22,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海蒜芽信息科技有限公司    ,火车票                 ,141,支出      ,交易成功    ,0,0,                    ,已支出      
"20170105129845495331 	","                    	",2017/1/5 7:38,                    ,2017/1/5 7:38,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.01.04-收益发放 ,0.24,收入      ,交易成功    ,0,0,                    ,已收入      
"2017010421001001330299381712	","T200P2953201887558587	",2017/1/4 19:17,2017/1/4 19:17,2017/1/15 9:03,淘宝        ,支付宝担保交易         ,深圳天美意数码专营店      ,VSON 三合一数字式荧光剂检测笔 紫光灯手电筒 测试荧光剂检测笔,49.9,支出      ,交易成功    ,0,0,                    ,已支出      
"2016122921001001330289746433_2918085481428587_advance	","T200P2918085481428587	",2017/1/4 19:01,                    ,2017/1/4 19:01,淘宝        ,支付宝担保交易         ,集市宝99           ,退款-玻璃器双层中空超强磁玻璃擦双面家政保洁用清洁工具高层家用真空,139.8,收入      ,退款成功    ,0,0,                    ,已收入      
"2017010421001004330299338131	","210_201701043825753601917732	",2017/1/4 18:37,2017/1/4 18:37,2017/4/5 18:40,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-周辉师傅           ,13,支出      ,交易成功    ,0,0,                    ,已支出      
"2017010421001004330299066557	","T0205000000000101907359697310750	",2017/1/4 16:29,2017/1/4 16:29,2017/4/5 16:29,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,妙味菜外卖订单             ,11.9,支出      ,交易成功    ,0,0,                    ,已支出      
"20170104128422774331 	","                    	",2017/1/4 6:09,                    ,2017/1/4 6:09,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.01.03-收益发放 ,0.24,收入      ,交易成功    ,0,0,                    ,已收入      
"2017010321001001330297463029	","T200P2945987089228587	",2017/1/3 15:28,2017/1/3 15:28,2017/1/13 15:44,淘宝        ,支付宝担保交易         ,集市宝99           ,玻璃擦窗器 双面调磁清洁窗户刮全能擦双层中空玻璃擦洁盟强磁刷,118,支出      ,交易成功    ,0,0,                    ,已支出      
"2017010321001001330297470754	","T1100P2945987089238587	",2017/1/3 15:28,2017/1/3 15:28,2017/1/3 15:48,淘宝        ,支付宝担保交易         ,泰康在线收入户         ,保险-买家版运费险-玻璃擦窗器 双面调磁清洁窗户刮全能擦双层中空玻璃擦洁盟强磁刷等,0.9,支出      ,交易成功    ,0,0,                    ,已支出      
"2017010321001001330297399232	","T200P2948060917698587	",2017/1/3 15:05,2017/1/3 15:05,2017/1/13 16:26,淘宝        ,支付宝担保交易         ,天猫超市            ,【天猫超市】伊利 纯牛奶 240ml*16包/提 整箱袋装小枕早餐配面包 等多件,96.8,支出      ,交易成功    ,0,0,                    ,已支出      
"20170103126941896331 	","                    	",2017/1/3 4:37,                    ,2017/1/3 4:37,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.01.02-收益发放 ,0.26,收入      ,交易成功    ,0,0,                    ,已收入      
"20170102126305343331 	","                    	",2017/1/2 6:52,                    ,2017/1/2 6:52,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.01.01-收益发放 ,0.26,收入      ,交易成功    ,0,0,                    ,已收入      
"2017010121001001330294230135	","T100P2933389284618587	",2017/1/1 14:44,2017/1/1 14:45,2017/1/1 14:45,淘宝        ,支付宝担保交易         ,太初网络充值专营店       ,156-2497-1711 北京联通100元 联通话费 自动充值 秒充快充 即时到账,99.98,支出      ,交易成功    ,0,0,                    ,已支出      
"20170101125286882331 	","                    	",2017/1/1 7:16,                    ,2017/1/1 7:16,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2016.12.31-收益发放 ,0.26,收入      ,交易成功    ,0,0,                    ,已收入      
"2016123121001004330292189007	","150_1_26F9D07196120C01_5866F0F7	",2016/12/31 7:42,2016/12/31 7:42,2017/4/1 7:43,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴车费-车主             ,37.9,支出      ,交易成功    ,0,0,                    ,已支出      
"20161231123911079331 	","                    	",2016/12/31 6:04,                    ,2016/12/31 6:04,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2016.12.30-收益发放 ,0.26,收入      ,交易成功    ,0,0,                    ,已收入      
"2016123021001004330291028078	","T0205000000000101864577045731085	",2016/12/30 11:04,2016/12/30 11:04,2017/3/31 11:06,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,小鱼儿酸菜鱼外卖订单          ,12.9,支出      ,交易成功    ,0,0,                    ,已支出      
"2016123021001004330290885319	","M2016123057676444   	",2016/12/30 9:30,2016/12/30 9:30,2016/12/30 9:30,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,57,支出      ,交易成功    ,0,0,                    ,已支出      
"2016123021001004330290859972	","210_201612300299786001615325	",2016/12/30 8:49,2016/12/30 8:49,2017/3/31 8:50,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-陈洪海师傅          ,12.9,支出      ,交易成功    ,0,0,                    ,已支出      
"20161230122768605331 	","                    	",2016/12/30 6:07,                    ,2016/12/30 6:07,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2016.12.29-收益发放 ,0.26,收入      ,交易成功    ,0,0,                    ,已收入      
"20161230110500101000330010143367	","20161230110500501000330042435946	",2016/12/30 4:25,2016/12/30 4:25,2016/12/30 4:25,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,12,        ,交易成功    ,0,0,                    ,资金转移     
"2016122921001004330290366294	","150_1_2651C629B0520C01_5864F511	",2016/12/29 19:35,2016/12/29 19:35,2017/3/30 19:38,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴车费-车主             ,19.6,支出      ,交易成功    ,0,0,                    ,已支出      
"20161229724035283302 	","YFX-CLAIM-2879911488598587-1	",2016/12/29 19:27,2016/12/29 19:27,2016/12/29 19:27,其他（包括阿里巴巴和外部商家）,即时到账交易          ,泰康在线财产保险股份有限公司  ,保险理赔-买家版运费险 理赔 PolicyNo: YFX-2879911488598587,12,收入      ,交易成功    ,0,0,                    ,已收入      
"2016122921001004330290160862	","T0205000000000101860510943778252	",2016/12/29 17:12,2016/12/29 17:12,2017/3/30 17:14,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,小火慢炖排骨米饭（五道口店）外卖订单  ,9.99,支出      ,交易成功    ,0,0,                    ,已支出      
"2016122921001001330289677274	","T1100P2918085481438587	",2016/12/29 12:10,2016/12/29 12:10,2016/12/29 13:24,淘宝        ,支付宝担保交易         ,泰康在线收入户         ,保险-买家版运费险-玻璃器双层中空超强磁玻璃擦双面家政保洁用清洁工具高层家用真空等,0.8,支出      ,交易成功    ,0,0,                    ,已支出      
"2016122921001001330289746433	","T200P2918085481428587	",2016/12/29 12:10,2016/12/29 12:10,2017/1/9 14:47,淘宝        ,支付宝担保交易         ,集市宝99           ,玻璃器双层中空超强磁玻璃擦双面家政保洁用清洁工具高层家用真空,139.8,支出      ,交易关闭    ,0,0,                    ,已支出      
"2016122921001004330289409436	","150_1_2602AE110BD20C01_58645636	",2016/12/29 8:17,2016/12/29 8:17,2017/3/30 8:18,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴车费-车主             ,15.4,支出      ,交易成功    ,0,0,                    ,已支出      
"20161229121735835331 	","                    	",2016/12/29 6:49,                    ,2016/12/29 6:49,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2016.12.28-收益发放 ,0.27,收入      ,交易成功    ,0,0,                    ,已收入      
"2016122821001004330288776648	","T0205000000000101850577421571870	",2016/12/28 17:13,2016/12/28 17:13,2017/3/29 17:14,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,一品生煎外卖订单            ,13.1,支出      ,交易成功    ,0,0,                    ,已支出      
"20161228120047113331 	","                    	",2016/12/28 4:18,                    ,2016/12/28 4:18,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2016.12.27-收益发放 ,0.27,收入      ,交易成功    ,0,0,                    ,已收入      
"2016122721001004330287296207	","210_201612274192136801629292	",2016/12/27 19:38,2016/12/27 19:38,2017/3/28 19:39,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-田龙师傅           ,15.3,支出      ,交易成功    ,0,0,                    ,已支出      
"2016122721001004330287313301	","T0205000000000101841216768939243	",2016/12/27 16:49,2016/12/27 16:49,2017/3/28 16:50,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,樱花寿司卷外卖订单           ,12.7,支出      ,交易成功    ,0,0,                    ,已支出      
